stationcode,name,is_installed,capacity,numdocksavailable,numbikesavailable,mechanical,ebike,is_renting,is_returning,duedate,coordonnees_geo,nom_arrondissement_communes,code_insee_commune,station_opening_hours
21032,Sèvres-Gallieni,OUI,27,14,12,12,0,OUI,OUI,2026-02-07T22:02:12+00:00,"{'lon': 2.2281519323587, 'lat': 48.837809408957}",Boulogne-Billancourt,92012,
41604,Lagny - Joffre,OUI,31,16,15,8,7,OUI,OUI,2026-02-07T22:01:13+00:00,"{'lon': 2.417949736118317, 'lat': 48.84930687084088}",Saint-Mandé,94067,
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,18,8,6,2,OUI,OUI,2026-02-07T22:01:29+00:00,"{'lon': 2.3295360803604126, 'lat': 48.898708366365064}",Paris,75056,
15029,Emeriau - Place de Brazzaville,OUI,51,19,32,27,5,OUI,OUI,2026-02-07T22:04:15+00:00,"{'lon': 2.2871585190296173, 'lat': 48.850785261674964}",Paris,75056,
44012,Génie - Mozart,OUI,19,16,3,2,1,OUI,OUI,2026-02-07T22:02:31+00:00,"{'lon': 2.3734183609485626, 'lat': 48.794902381218904}",Vitry-sur-Seine,94081,
18005,Tardieu - Chappe,OUI,18,13,4,0,4,OUI,OUI,2026-02-07T21:56:13+00:00,"{'lon': 2.341845408082, 'lat': 48.884146759782}",Paris,75056,
17027,Place du Maréchal Juin - Péreire,OUI,46,21,21,8,13,OUI,OUI,2026-02-07T21:57:10+00:00,"{'lon': 2.298286, 'lat': 48.885263}",Paris,75056,
10005,Petites Ecuries - Faubourg Poissonnière,OUI,17,1,16,13,3,OUI,OUI,2026-02-07T21:59:23+00:00,"{'lon': 2.348388757504776, 'lat': 48.87397217237368}",Paris,75056,
31016,Lucie Aubrac - Franklin,OUI,36,29,6,0,6,OUI,OUI,2026-02-07T22:03:21+00:00,"{'lon': 2.4435862898826604, 'lat': 48.86223916006812}",Montreuil,93048,
8102,Lamennais - Washington,OUI,40,28,12,7,5,OUI,OUI,2026-02-07T22:02:30+00:00,"{'lon': 2.303444892168, 'lat': 48.873529900265}",Paris,75056,
51003,Hôtel de Ville d'Argenteuil,OUI,30,3,25,17,8,OUI,OUI,2026-02-07T22:03:52+00:00,"{'lon': 2.2496396, 'lat': 48.946504}",Argenteuil,95018,
15017,Place Falguière,OUI,23,9,13,5,8,OUI,OUI,2026-02-07T22:01:08+00:00,"{'lon': 2.3104464635252953, 'lat': 48.83629973941847}",Paris,75056,
22101,Gare Routière de Saint Cloud,OUI,31,15,16,11,5,OUI,OUI,2026-02-07T22:02:35+00:00,"{'lon': 2.222245037555695, 'lat': 48.84288183896324}",Saint-Cloud,92064,
18020,Francoeur - Marcadet,OUI,20,15,5,3,2,OUI,OUI,2026-02-07T22:03:06+00:00,"{'lon': 2.340014585442034, 'lat': 48.89104123261663}",Paris,75056,
44102,Verdun - Adrien Damalix,OUI,26,14,10,2,8,OUI,OUI,2026-02-07T21:59:28+00:00,"{'lon': 2.4215328320860863, 'lat': 48.8222334178559}",Saint-Maurice,94069,
20136,Henri Chevreau - Couronnes,OUI,27,22,5,0,5,OUI,OUI,2026-02-07T22:03:57+00:00,"{'lon': 2.388777695596218, 'lat': 48.87033205312931}",Paris,75056,
16032,Eglise d'Auteuil,OUI,21,15,6,1,5,OUI,OUI,2026-02-07T22:04:16+00:00,"{'lon': 2.26848387135299, 'lat': 48.84749841771691}",Paris,75056,
5026,Pascal - Claude Bernard,OUI,49,12,36,27,9,OUI,OUI,2026-02-07T22:04:41+00:00,"{'lon': 2.3499782010912895, 'lat': 48.839061952159746}",Paris,75056,
18025,Mairie du 18ème,OUI,40,35,5,3,2,OUI,OUI,2026-02-07T22:04:44+00:00,"{'lon': 2.3445510864257812, 'lat': 48.892939296937605}",Paris,75056,
43006,Vignerons - Minimes,OUI,29,25,4,2,2,OUI,OUI,2026-02-07T22:00:27+00:00,"{'lon': 2.430793, 'lat': 48.841486}",Vincennes,94080,
20027,Porte de Ménilmontant,OUI,15,14,1,0,1,OUI,OUI,2026-02-07T21:54:56+00:00,"{'lon': 2.40932246879487, 'lat': 48.8691543609174}",Paris,75056,
15028,Grenelle - Dr Finlay,OUI,71,7,53,44,9,OUI,OUI,2026-02-07T22:03:39+00:00,"{'lon': 2.2919502854347233, 'lat': 48.851315406715976}",Paris,75056,
9023,Laffitte - Italiens,OUI,33,25,7,4,3,OUI,OUI,2026-02-07T21:57:43+00:00,"{'lon': 2.3372015478451, 'lat': 48.871815737396}",Paris,75056,
14018,Porte d'Orléans,OUI,48,45,3,0,3,OUI,OUI,2026-02-07T22:02:52+00:00,"{'lon': 2.3249313, 'lat': 48.8227639}",Paris,75056,
8051,Batignolles - Rome,OUI,15,7,7,1,6,OUI,OUI,2026-02-07T22:03:00+00:00,"{'lon': 2.3202589899302, 'lat': 48.881823370567}",Paris,75056,
31702,Pierre et Marie Curie - Julien Grimau,OUI,18,13,4,1,3,OUI,OUI,2026-02-07T21:56:28+00:00,"{'lon': 2.424097023904324, 'lat': 48.870714014863225}",Bagnolet,93006,
31007,Paris - Désiré Préaux,OUI,49,22,24,5,19,OUI,OUI,2026-02-07T21:57:18+00:00,"{'lon': 2.4323049187660217, 'lat': 48.85742876694898}",Montreuil,93048,
7004,Raspail - Varenne,OUI,18,12,5,4,1,OUI,OUI,2026-02-07T22:00:19+00:00,"{'lon': 2.3263905197382, 'lat': 48.853147816545}",Paris,75056,
19040,Belleville - Télégraphe,OUI,41,37,3,1,2,OUI,OUI,2026-02-07T21:57:00+00:00,"{'lon': 2.3995549, 'lat': 48.8756045}",Paris,75056,
21013,Pierre Grenier - Pont de Billancourt,OUI,21,15,6,5,1,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.2487989068031315, 'lat': 48.8258020742942}",Boulogne-Billancourt,92012,
17047,Courcelles - Pierre Demours,OUI,26,21,5,4,1,OUI,OUI,2026-02-07T22:00:23+00:00,"{'lon': 2.29858466343129, 'lat': 48.883769733273496}",Paris,75056,
2010,Uzès - Montmartre,OUI,29,17,11,8,3,OUI,OUI,2026-02-07T22:04:43+00:00,"{'lon': 2.3431010171771054, 'lat': 48.870790980240706}",Paris,75056,
18029,Emile Blemont - Poteau,OUI,39,29,9,6,3,OUI,OUI,2026-02-07T22:00:43+00:00,"{'lon': 2.3415122, 'lat': 48.8943782}",Paris,75056,
5116,Place Valhubert,OUI,51,14,35,25,10,OUI,OUI,2026-02-07T22:03:43+00:00,"{'lon': 2.3640366643667, 'lat': 48.844182577315}",Paris,75056,
21703,Square du Carrefour de l'Insurrection,OUI,23,12,11,7,4,OUI,OUI,2026-02-07T22:03:50+00:00,"{'lon': 2.291113436222077, 'lat': 48.820864559770676}",Vanves,92075,
17017,Gare de Pont-Cardinet,OUI,34,30,4,0,4,OUI,OUI,2026-02-07T22:01:11+00:00,"{'lon': 2.314494143994255, 'lat': 48.88713901475306}",Paris,75056,
20118,Orteaux - Mouraud,OUI,24,21,3,1,2,OUI,OUI,2026-02-07T21:55:13+00:00,"{'lon': 2.408762907764669, 'lat': 48.85558642847872}",Paris,75056,
10023,Gare de l'Est - Verdun,OUI,14,5,8,4,4,OUI,OUI,2026-02-07T22:04:35+00:00,"{'lon': 2.3609149083206, 'lat': 48.876156054271}",Paris,75056,
20023,Pelleport - Belgrand,OUI,15,13,1,0,1,OUI,OUI,2026-02-07T22:04:16+00:00,"{'lon': 2.403980836377493, 'lat': 48.86500081847653}",Paris,75056,
14139,Pierre Larousse - Raymond Losserand,OUI,30,29,1,1,0,OUI,OUI,2026-02-07T22:01:40+00:00,"{'lon': 2.3119183257222176, 'lat': 48.83059564231877}",Paris,75056,
14002,Edgar Quinet - Raspail,OUI,46,18,27,20,7,OUI,OUI,2026-02-07T22:00:40+00:00,"{'lon': 2.32971478253603, 'lat': 48.83940266673835}",Paris,75056,
10204,Dunkerque - Maubeuge,OUI,35,26,7,0,7,OUI,OUI,2026-02-07T21:58:21+00:00,"{'lon': 2.3528900992907, 'lat': 48.880432768947}",Paris,75056,
15035,Place Etienne Pernet,OUI,43,20,21,15,6,OUI,OUI,2026-02-07T22:04:41+00:00,"{'lon': 2.2921819612383847, 'lat': 48.84243457133779}",Paris,75056,
11101,Charles Delescluze,OUI,49,0,45,31,14,OUI,OUI,2026-02-07T22:04:18+00:00,"{'lon': 2.380632497370243, 'lat': 48.85242200848887}",Paris,75056,
18049,Porte d'Aubervilliers,OUI,55,32,22,4,18,OUI,OUI,2026-02-07T22:04:15+00:00,"{'lon': 2.3689722642302513, 'lat': 48.89859661942376}",Paris,75056,
14130,Jonquoy - Didot,OUI,30,25,5,1,4,OUI,OUI,2026-02-07T21:58:39+00:00,"{'lon': 2.31648076325655, 'lat': 48.82890454823947}",Paris,75056,
10020,Chabrol - d'Hauteville,OUI,11,3,5,2,3,OUI,OUI,2026-02-07T22:02:10+00:00,"{'lon': 2.3513179644942, 'lat': 48.877018388033}",Paris,75056,
10015,Lucien Sampaix - Récollets,OUI,46,7,36,26,10,OUI,OUI,2026-02-07T22:04:31+00:00,"{'lon': 2.3621229082345963, 'lat': 48.874330377560476}",Paris,75056,
18113,Lepic - Armée d'Orient,OUI,24,20,4,0,4,OUI,OUI,2026-02-07T22:04:26+00:00,"{'lon': 2.3343077301979, 'lat': 48.887536403814}",Paris,75056,
15038,Place Adolphe Cherioux - Vaugirard,OUI,63,46,16,8,8,OUI,OUI,2026-02-07T22:00:20+00:00,"{'lon': 2.3010657727718353, 'lat': 48.83959442800459}",Paris,75056,
92004,Nanterre - Université,OUI,20,7,13,3,10,OUI,OUI,2026-02-07T22:01:27+00:00,"{'lon': 2.212693, 'lat': 48.901365}",Nanterre,92050,
20021,Indre - Prairies,OUI,38,36,2,0,2,OUI,OUI,2026-02-07T22:00:36+00:00,"{'lon': 2.403290458023548, 'lat': 48.86254398506782}",Paris,75056,
35003,Gabrielle Josserand - Edouard Vaillant,OUI,25,11,11,8,3,OUI,OUI,2026-02-07T22:03:12+00:00,"{'lon': 2.3933270573616032, 'lat': 48.90271566255436}",Pantin,93055,
7005,Raspail - Bac,OUI,52,34,15,8,7,OUI,OUI,2026-02-07T22:03:48+00:00,"{'lon': 2.3256602883339, 'lat': 48.855628721101}",Paris,75056,
31025,Paul Signac - Aristide Briand,OUI,35,33,2,0,2,OUI,OUI,2026-02-07T21:57:38+00:00,"{'lon': 2.450226098299, 'lat': 48.869502621564}",Montreuil,93048,
21019,Edouard Vaillant - Paul-Adolphe Souriau,OUI,28,23,5,2,3,OUI,OUI,2026-02-07T21:58:44+00:00,"{'lon': 2.2479459643364, 'lat': 48.834845858829}",Boulogne-Billancourt,92012,
15031,Théâtre - Lourmel,OUI,53,4,42,39,3,OUI,OUI,2026-02-07T22:02:56+00:00,"{'lon': 2.2898658737540245, 'lat': 48.8482070397636}",Paris,75056,
21105,Morice - Général Leclerc,OUI,25,11,14,11,3,OUI,OUI,2026-02-07T22:02:39+00:00,"{'lon': 2.3128929734230046, 'lat': 48.90245471981591}",Clichy,92024,
17040,Pereire - Ternes,OUI,48,42,4,4,0,OUI,OUI,2026-02-07T22:00:42+00:00,"{'lon': 2.288012132048607, 'lat': 48.87973954830735}",Paris,75056,
27008,Labouret - Saint-Denis,OUI,24,0,24,11,13,OUI,OUI,2026-02-07T22:04:19+00:00,"{'lon': 2.2539156570765, 'lat': 48.924066621513}",Colombes,92025,
47004,Stade Auguste Delaune,OUI,21,0,21,12,9,OUI,OUI,2026-02-07T22:04:20+00:00,"{'lon': 2.4345204234123234, 'lat': 48.80896378683884}",Maisons-Alfort,94046,
19109,Tanger - Place du Maroc,OUI,19,14,3,0,3,OUI,OUI,2026-02-07T22:00:44+00:00,"{'lon': 2.3689296841621403, 'lat': 48.8862524447104}",Paris,75056,
11010,Boulets - Faubourg Saint-Antoine,OUI,43,34,6,4,2,OUI,OUI,2026-02-07T22:03:04+00:00,"{'lon': 2.3917546141943, 'lat': 48.849259262115}",Paris,75056,
31019,Vincennes - Douy-Delcupe,OUI,38,27,10,6,4,OUI,OUI,2026-02-07T21:58:32+00:00,"{'lon': 2.436049282550812, 'lat': 48.85493692155721}",Montreuil,93048,
16122,Route de la Muette - Porte de Neuilly,OUI,50,9,40,36,4,OUI,OUI,2026-02-07T22:03:42+00:00,"{'lon': 2.2587671, 'lat': 48.8798926}",Paris,75056,
32014,Place du Cornillon - Stade de France,OUI,34,24,9,2,7,OUI,OUI,2026-02-07T21:58:16+00:00,"{'lon': 2.3644426837563515, 'lat': 48.92540695835961}",Saint-Denis,93066,
23007,Président Wilson - Jean Jaures,OUI,27,6,21,8,13,OUI,OUI,2026-02-07T22:03:25+00:00,"{'lon': 2.2920683026313786, 'lat': 48.89034054052266}",Levallois-Perret,92044,
18032,Porte de Clignancourt.,OUI,56,47,9,2,7,OUI,OUI,2026-02-07T22:04:16+00:00,"{'lon': 2.343996, 'lat': 48.897488}",Paris,75056,
20016,Pyrénées - Maraîchers,OUI,33,29,3,1,2,OUI,OUI,2026-02-07T22:00:01+00:00,"{'lon': 2.4043509364128113, 'lat': 48.85714001395299}",Paris,75056,
2009,Filles Saint-Thomas - Place de la Bourse,OUI,58,43,13,5,8,OUI,OUI,2026-02-07T22:00:50+00:00,"{'lon': 2.3397543845203, 'lat': 48.868899890853}",Paris,75056,
16027,Mozart - Jasmin,OUI,62,59,3,1,2,OUI,OUI,2026-02-07T21:54:47+00:00,"{'lon': 2.268483570651513, 'lat': 48.85286124871689}",Paris,75056,
13016,Primo Levi - Frigos,OUI,34,4,26,24,2,OUI,OUI,2026-02-07T22:02:05+00:00,"{'lon': 2.37965351592796, 'lat': 48.83094844846017}",Paris,75056,
20116,Haies - Réunion,OUI,22,17,4,0,4,OUI,OUI,2026-02-07T22:02:52+00:00,"{'lon': 2.402426162238911, 'lat': 48.85386896766491}",Paris,75056,
13043,Dunois - Clisson,OUI,51,44,7,6,1,OUI,OUI,2026-02-07T21:58:38+00:00,"{'lon': 2.3674523, 'lat': 48.832294}",Paris,75056,
6107,Place Alphonse Deville,OUI,23,8,14,9,5,OUI,OUI,2026-02-07T22:03:43+00:00,"{'lon': 2.3275961726904, 'lat': 48.850188262662}",Paris,75056,
9115,Milton - Manuel,OUI,22,14,8,4,4,OUI,OUI,2026-02-07T21:58:04+00:00,"{'lon': 2.341181, 'lat': 48.878249}",Paris,75056,
16112,Chernoviz - Raynouard,OUI,37,10,25,21,4,OUI,OUI,2026-02-07T22:04:00+00:00,"{'lon': 2.282173218142987, 'lat': 48.8569864146289}",Paris,75056,
19039,Edouard Pailleron - Simon Bolivar,OUI,24,24,0,0,0,OUI,OUI,2026-02-07T21:55:25+00:00,"{'lon': 2.374839261174202, 'lat': 48.87979886049996}",Paris,75056,
42703,Fontainebleau - Edmond Michelet,OUI,45,39,5,1,4,OUI,OUI,2026-02-07T22:02:38+00:00,"{'lon': 2.3626908659935, 'lat': 48.80956436844049}",Le Kremlin-Bicêtre,94043,
21003,Jean Jaurès - Jean Baptiste Clément,OUI,39,23,15,8,7,OUI,OUI,2026-02-07T22:02:47+00:00,"{'lon': 2.2369650006294255, 'lat': 48.84576261454011}",Boulogne-Billancourt,92012,
14030,Pernety - Raymond Losserand,OUI,32,26,6,1,5,OUI,OUI,2026-02-07T21:54:45+00:00,"{'lon': 2.317609339387, 'lat': 48.834254627953}",Paris,75056,
22001,Château - Bineau,OUI,23,15,8,8,0,OUI,OUI,2026-02-07T21:58:27+00:00,"{'lon': 2.270106375217438, 'lat': 48.890404028589806}",Neuilly-sur-Seine,92051,
20201,Eugène Reisz - Davout,OUI,20,20,0,0,0,OUI,OUI,2026-02-07T22:04:29+00:00,"{'lon': 2.410396970808506, 'lat': 48.85631874632638}",Paris,75056,
17122,Bridaine - Lamandé,OUI,29,11,17,7,10,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.3206239, 'lat': 48.8862074}",Paris,75056,
15003,Gare Montparnasse - Vaugirard,OUI,66,56,7,2,5,OUI,OUI,2026-02-07T21:58:23+00:00,"{'lon': 2.31951002690117, 'lat': 48.8418071798797}",Paris,75056,
14122,Colonel Monteil - Brune,OUI,19,16,2,0,2,OUI,OUI,2026-02-07T22:01:12+00:00,"{'lon': 2.3092747998272, 'lat': 48.82650293311}",Paris,75056,
4110,Neuve Saint-Pierre - Beautreillis,OUI,20,2,17,13,4,OUI,OUI,2026-02-07T22:03:31+00:00,"{'lon': 2.3639122769236565, 'lat': 48.85355351439652}",Paris,75056,
16123,Mahatma Gandhi,OUI,26,25,0,0,0,OUI,OUI,2026-02-07T22:01:55+00:00,"{'lon': 2.264205, 'lat': 48.876356}",Paris,75056,
23304,Mairie de Sceaux,OUI,33,23,9,3,6,OUI,OUI,2026-02-07T22:04:14+00:00,"{'lon': 2.2887361764861, 'lat': 48.778916905132}",Sceaux,92071,
15108,Lourmel - Marie Skobtsov,OUI,36,22,13,12,1,OUI,OUI,2026-02-07T22:03:22+00:00,"{'lon': 2.287283, 'lat': 48.844974}",Paris,75056,
12161,Diderot - Reuilly,OUI,44,25,18,14,4,OUI,OUI,2026-02-07T22:01:58+00:00,"{'lon': 2.3861273378134, 'lat': 48.847208456061}",Paris,75056,
41204,République - Danton,OUI,20,13,6,2,4,OUI,OUI,2026-02-07T21:58:04+00:00,"{'lon': 2.462034523487091, 'lat': 48.85249172181667}",Fontenay-sous-Bois,94033,
18017,Caulaincourt - Place Constantin Pecqueur,OUI,44,37,3,0,3,OUI,OUI,2026-02-07T22:04:31+00:00,"{'lon': 2.3381787144261, 'lat': 48.889677905028}",Paris,75056,
17121,Square des Epinettes,OUI,20,13,7,4,3,OUI,OUI,2026-02-07T22:03:41+00:00,"{'lon': 2.325953990221024, 'lat': 48.89383909781389}",Paris,75056,
19041,Belleville - Pyrénées,OUI,42,36,5,0,5,OUI,OUI,2026-02-07T22:02:44+00:00,"{'lon': 2.3860039, 'lat': 48.8741908}",Paris,75056,
19009,Cité des Sciences et de l'Industrie,OUI,30,7,20,1,19,OUI,OUI,2026-02-07T22:04:13+00:00,"{'lon': 2.384599149227142, 'lat': 48.89659571178903}",Paris,75056,
11043,Place Pasdeloup,OUI,21,2,18,13,5,OUI,OUI,2026-02-07T22:04:16+00:00,"{'lon': 2.3670325062844, 'lat': 48.862654215631}",Paris,75056,
18109,Pajol - Riquet,OUI,47,38,7,2,5,OUI,OUI,2026-02-07T22:03:20+00:00,"{'lon': 2.3628534749150276, 'lat': 48.88960028134536}",Paris,75056,
13103,Hôpital Pitié Salpêtrière,OUI,50,38,11,6,5,OUI,OUI,2026-02-07T22:02:51+00:00,"{'lon': 2.3604946, 'lat': 48.8377016}",Paris,75056,
19038,Lassus - Delouvain,OUI,20,17,3,0,3,OUI,OUI,2026-02-07T21:57:39+00:00,"{'lon': 2.3890327325519, 'lat': 48.8755044846}",Paris,75056,
31704,Jeanne Hornet - Girardot,OUI,29,26,3,0,3,OUI,OUI,2026-02-07T21:56:17+00:00,"{'lon': 2.427820265293122, 'lat': 48.873802681432146}",Bagnolet,93006,
35017,Toffier Decaux - Cartier Bresson,OUI,18,13,5,3,2,OUI,OUI,2026-02-07T22:04:08+00:00,"{'lon': 2.4017545580863957, 'lat': 48.90165072551549}",Pantin,93055,
32603,Calmette,OUI,32,21,6,2,4,OUI,OUI,2026-02-07T22:00:40+00:00,"{'lon': 2.424993216991425, 'lat': 48.88104925098552}",Les Lilas,93045,
9031,Provence - Chaussée d'Antin,OUI,25,15,9,9,0,OUI,OUI,2026-02-07T22:04:44+00:00,"{'lon': 2.332976511564311, 'lat': 48.87428447542072}",Paris,75056,
45001,Hôtel de Ville de Champigny sur Marne,OUI,21,15,6,5,1,OUI,OUI,2026-02-07T21:59:24+00:00,"{'lon': 2.5096759200096, 'lat': 48.813810628405}",Champigny-sur-Marne,94017,
9117,Bellefond - Maubeuge,OUI,31,18,11,2,9,OUI,OUI,2026-02-07T22:02:12+00:00,"{'lon': 2.3452642187476, 'lat': 48.878255397645}",Paris,75056,
9118,Faubourg Poissonniere - Delta,OUI,36,31,4,1,3,OUI,OUI,2026-02-07T22:01:03+00:00,"{'lon': 2.3497482016682625, 'lat': 48.882555807626765}",Paris,75056,
34010,Hôtel de Ville de Saint-Ouen,OUI,48,43,4,4,0,OUI,OUI,2026-02-07T22:03:35+00:00,"{'lon': 2.3340076807601, 'lat': 48.911380185786}",Saint-Ouen-sur-Seine,93070,
21024,Billancourt - Général Leclerc,OUI,22,7,15,6,9,OUI,OUI,2026-02-07T21:59:41+00:00,"{'lon': 2.2380413, 'lat': 48.8322649}",Boulogne-Billancourt,92012,
17046,Mac-Mahon - Brey,OUI,25,19,6,3,3,OUI,OUI,2026-02-07T22:03:34+00:00,"{'lon': 2.2945125360529, 'lat': 48.87753208413}",Paris,75056,
18209,Cloys - Ordener,NON,1,1,0,0,0,NON,NON,2025-09-18T14:13:04+00:00,"{'lon': 2.3364427977844, 'lat': 48.89353865165}",Paris,75056,
11041,Square Saint-Ambroise,OUI,43,3,37,26,11,OUI,OUI,2026-02-07T22:04:05+00:00,"{'lon': 2.375841, 'lat': 48.860934}",Paris,75056,
19023,Manin - Simon Bolivar,OUI,26,22,3,2,1,OUI,OUI,2026-02-07T22:02:56+00:00,"{'lon': 2.3794073625991, 'lat': 48.876499654127}",Paris,75056,
31703,Sadi Carnot - François Mitterrand,OUI,27,24,2,0,2,OUI,OUI,2026-02-07T21:55:44+00:00,"{'lon': 2.4241617321968083, 'lat': 48.87532687671517}",Bagnolet,93006,
18137,Poissonniers - Nord,OUI,28,25,2,1,1,OUI,OUI,2026-02-07T21:59:42+00:00,"{'lon': 2.3522228747606277, 'lat': 48.892511213520656}",Paris,75056,
21014,Hameau Fleuri - Marché,OUI,22,6,15,9,6,OUI,OUI,2026-02-07T22:04:36+00:00,"{'lon': 2.2412404417991643, 'lat': 48.831448892608314}",Boulogne-Billancourt,92012,
18138,Station Paris Basketball - Ney - Charles Hermite,OUI,20,6,13,8,5,OUI,OUI,2026-02-07T21:57:10+00:00,"{'lon': 2.3645754531026, 'lat': 48.898748039775}",Paris,75056,
5121,Square René Viviani - Montebello,OUI,47,21,23,21,2,OUI,OUI,2026-02-07T22:00:59+00:00,"{'lon': 2.3478421568871, 'lat': 48.851904891406}",Paris,75056,
17116,Reims - Porte d'Asnières,OUI,26,19,7,4,3,OUI,OUI,2026-02-07T22:00:21+00:00,"{'lon': 2.300144659954865, 'lat': 48.891834448210986}",Paris,75056,
11006,Ledru-Rollin - Place du Père Chaillet,OUI,37,2,33,28,5,OUI,OUI,2026-02-07T22:03:16+00:00,"{'lon': 2.379020587761426, 'lat': 48.856433706943704}",Paris,75056,
7016,Surcouf - Université,OUI,58,28,27,23,4,OUI,OUI,2026-02-07T22:04:18+00:00,"{'lon': 2.3094535509142, 'lat': 48.861273016278}",Paris,75056,
47005,Ecole Vétérinaire,OUI,36,0,36,30,6,OUI,OUI,2026-02-07T22:04:17+00:00,"{'lon': 2.4224362157778994, 'lat': 48.81488859822486}",Maisons-Alfort,94046,
12108,Bercy.,OUI,66,12,53,48,5,OUI,OUI,2026-02-07T22:04:43+00:00,"{'lon': 2.3788625746965, 'lat': 48.839966914994}",Paris,75056,
19127,Aubervilliers - Curial,OUI,23,16,1,1,0,OUI,OUI,2026-02-07T21:59:10+00:00,"{'lon': 2.3688579350709915, 'lat': 48.89088305227546}",Paris,75056,
7013,Duroc - Place de Breteuil,OUI,42,7,34,32,2,OUI,OUI,2026-02-07T22:01:44+00:00,"{'lon': 2.3126140236855, 'lat': 48.847460641142}",Paris,75056,
16015,Bassano -  Iéna,OUI,15,12,3,0,3,OUI,OUI,2026-02-07T22:01:22+00:00,"{'lon': 2.296149600985935, 'lat': 48.868144510482075}",Paris,75056,
10207,Charles Robin - Grange aux Belles,OUI,23,18,4,1,3,OUI,OUI,2026-02-07T21:58:11+00:00,"{'lon': 2.3698456519833, 'lat': 48.877376705016}",Paris,75056,
1120,Lavandieres Sainte Opportune - Rivoli,OUI,27,4,22,13,9,OUI,OUI,2026-02-07T22:04:32+00:00,"{'lon': 2.3466217517853, 'lat': 48.859279702476}",Paris,75056,
32018,Franciade - Gabriel Péri,OUI,26,13,12,10,2,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.355954498052597, 'lat': 48.93261499331498}",Saint-Denis,93066,
14112,Méchain - Faubourg Saint-Jacques,OUI,16,13,3,0,3,OUI,OUI,2026-02-07T21:55:44+00:00,"{'lon': 2.33798034198275, 'lat': 48.83586772099485}",Paris,75056,
17016,Brochant - Square des Batignolles,OUI,31,21,8,6,2,OUI,OUI,2026-02-07T22:04:15+00:00,"{'lon': 2.316861143151153, 'lat': 48.88818698581028}",Paris,75056,
9026,Jean-Baptiste Pigalle - La Bruyere,OUI,17,15,2,1,1,OUI,OUI,2026-02-07T22:01:26+00:00,"{'lon': 2.333709173337285, 'lat': 48.87939826447722}",Paris,75056,
20202,Dupont de l'Eure - Gambetta,OUI,31,26,4,0,4,OUI,OUI,2026-02-07T22:00:38+00:00,"{'lon': 2.4003649, 'lat': 48.8679385}",Paris,75056,
21001,Transvaal - Charles de Gaulle,OUI,27,7,19,16,3,OUI,OUI,2026-02-07T22:00:31+00:00,"{'lon': 2.2373420120857195, 'lat': 48.848280403628806}",Boulogne-Billancourt,92012,
10203,Dunkerque - Faubourg Saint-Denis,NON,0,0,0,0,0,NON,NON,2025-09-18T12:04:55+00:00,"{'lon': 2.3570314097411, 'lat': 48.879591377764}",Paris,75056,
18033,Belliard - Damrémont,OUI,34,31,3,0,3,OUI,OUI,2026-02-07T22:02:55+00:00,"{'lon': 2.338023450388167, 'lat': 48.89669238777841}",Paris,75056,
41206,Place des Larris,OUI,34,19,13,6,7,OUI,OUI,2026-02-07T21:58:16+00:00,"{'lon': 2.4780236, 'lat': 48.8568363}",Fontenay-sous-Bois,94033,
15002,Maine - Antoine Bourdelle,OUI,17,3,14,10,4,OUI,OUI,2026-02-07T22:04:22+00:00,"{'lon': 2.320263946784738, 'lat': 48.84308531746595}",Paris,75056,
13113,Vistule - Choisy,OUI,33,27,4,1,3,OUI,OUI,2026-02-07T21:55:49+00:00,"{'lon': 2.3615723848342896, 'lat': 48.82365543660611}",Paris,75056,
21310,Kléber - Gouverneur Général Eboué,OUI,24,1,22,21,1,OUI,OUI,2026-02-07T22:02:51+00:00,"{'lon': 2.2723413258790965, 'lat': 48.826885843069796}",Issy-les-Moulineaux,92040,
13114,Nationale - Marcel Duchamp,OUI,23,6,16,9,7,OUI,OUI,2026-02-07T21:59:59+00:00,"{'lon': 2.3678014799952507, 'lat': 48.82463749337136}",Paris,75056,
32015,Gare RER de Saint-Denis,OUI,40,3,37,27,10,OUI,OUI,2026-02-07T22:01:26+00:00,"{'lon': 2.3471488058567047, 'lat': 48.93554324248177}",Saint-Denis,93066,
20017,Saint-Blaise - Mouraud,OUI,27,25,2,1,1,OUI,OUI,2026-02-07T22:03:36+00:00,"{'lon': 2.40869477391243, 'lat': 48.85696177597818}",Paris,75056,
10010,Place Jacques Bonsergent,OUI,33,5,26,15,11,OUI,OUI,2026-02-07T22:04:22+00:00,"{'lon': 2.3612049221992, 'lat': 48.870948218595}",Paris,75056,
23008,Hôtel de Ville de Levallois Perret,OUI,26,8,18,13,5,OUI,OUI,2026-02-07T21:59:42+00:00,"{'lon': 2.2888818383216862, 'lat': 48.89314451997415}",Levallois-Perret,92044,
16043,Place de Passy,OUI,15,11,3,0,3,OUI,OUI,2026-02-07T21:54:47+00:00,"{'lon': 2.277500546942199, 'lat': 48.85780291711202}",Paris,75056,
15063,Convention - Saint-Charles,OUI,23,1,21,17,4,OUI,OUI,2026-02-07T22:04:30+00:00,"{'lon': 2.2831090539694, 'lat': 48.843156111116}",Paris,75056,
