stationcode,name,is_installed,capacity,numdocksavailable,numbikesavailable,mechanical,ebike,is_renting,is_returning,duedate,coordonnees_geo,nom_arrondissement_communes,code_insee_commune,station_opening_hours
18101,Championnet.,OUI,22,21,1,0,1,OUI,OUI,2026-02-07T21:55:49+00:00,"{'lon': 2.3498166, 'lat': 48.8953643}",Paris,75056,
12113,Cardinal Lavigerie,OUI,46,38,8,4,4,OUI,OUI,2026-02-07T22:03:05+00:00,"{'lon': 2.402636749399156, 'lat': 48.832934193699835}",Paris,75056,
20005,Reynaldo Hahn - Lagny,OUI,19,15,4,2,2,OUI,OUI,2026-02-07T22:01:20+00:00,"{'lon': 2.412330328844772, 'lat': 48.849266043601794}",Paris,75056,
16010,Belles Feuilles - Place de Mexico,OUI,23,17,6,1,5,OUI,OUI,2026-02-07T22:03:48+00:00,"{'lon': 2.2829206287861, 'lat': 48.865804746474}",Paris,75056,
11016,Philippe-Auguste,OUI,48,35,9,3,6,OUI,OUI,2026-02-07T22:01:01+00:00,"{'lon': 2.3932945355773, 'lat': 48.851853488265}",Paris,75056,
32022,Henri Barbusse - Marcel Cachin,OUI,37,29,6,3,3,OUI,OUI,2026-02-07T22:04:07+00:00,"{'lon': 2.3720374971659, 'lat': 48.93742089281}",Saint-Denis,93066,
16033,Marché d'Auteuil,OUI,32,23,8,5,3,OUI,OUI,2026-02-07T21:59:47+00:00,"{'lon': 2.265253821160005, 'lat': 48.84842761367387}",Paris,75056,
9019,Victor Massé - Jean-Baptiste Pigalle,OUI,18,6,11,0,11,OUI,OUI,2026-02-07T22:03:41+00:00,"{'lon': 2.3366955667734, 'lat': 48.8811043724}",Paris,75056,
24007,Jean-Baptiste Charcot - Sainte-Geneviève,OUI,21,7,12,8,4,OUI,OUI,2026-02-07T22:01:06+00:00,"{'lon': 2.278892956674099, 'lat': 48.90310883721567}",Courbevoie,92026,
19046,Porte de Pantin.,OUI,33,26,4,2,2,OUI,OUI,2026-02-07T22:04:14+00:00,"{'lon': 2.3950181901455, 'lat': 48.889199725577}",Paris,75056,
6004,Regard - Rennes,OUI,46,31,15,12,3,OUI,OUI,2026-02-07T22:02:44+00:00,"{'lon': 2.3268555477262, 'lat': 48.847385404956}",Paris,75056,
2102,Saint-Marc - Feydeau,OUI,37,14,21,13,8,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.3418715826353, 'lat': 48.870326843044}",Paris,75056,
15114,Pasteur - Cotentin,OUI,33,32,1,0,1,OUI,OUI,2026-02-07T21:56:37+00:00,"{'lon': 2.316356, 'lat': 48.8389284}",Paris,75056,
2020,Danielle Casanova - Opéra,OUI,20,13,7,7,0,OUI,OUI,2026-02-07T22:03:16+00:00,"{'lon': 2.3333894088864, 'lat': 48.867643242297}",Paris,75056,
19014,Lorraine - Jean Jaurès,OUI,19,4,14,0,14,OUI,OUI,2026-02-07T21:59:06+00:00,"{'lon': 2.3825772, 'lat': 48.8863865}",Paris,75056,
10201,Magenta - Chabrol,OUI,24,1,20,5,15,OUI,OUI,2026-02-07T22:04:28+00:00,"{'lon': 2.3560990020633, 'lat': 48.876495350882}",Paris,75056,
11028,Guillaume Bertrand - République,OUI,38,25,11,4,7,OUI,OUI,2026-02-07T22:04:44+00:00,"{'lon': 2.380906377155, 'lat': 48.863825174341}",Paris,75056,
6029,Vaugirard - Monsieur le Prince,OUI,26,15,10,3,7,OUI,OUI,2026-02-07T22:00:44+00:00,"{'lon': 2.3411329463124, 'lat': 48.848951441614}",Paris,75056,
13055,M.- A. Lagroua Weill-Hallé -  F. Dolto,OUI,74,53,19,11,8,OUI,OUI,2026-02-07T22:02:49+00:00,"{'lon': 2.380220606266108, 'lat': 48.828595283857425}",Paris,75056,
23301,Les Blagis,OUI,27,10,16,12,4,OUI,OUI,2026-02-07T22:04:04+00:00,"{'lon': 2.302526, 'lat': 48.785205}",Sceaux,92071,
22014,Victor Hugo - Bineau,OUI,25,7,17,11,6,OUI,OUI,2026-02-07T22:04:30+00:00,"{'lon': 2.2783890366554265, 'lat': 48.88758225888669}",Neuilly-sur-Seine,92051,
48012,Stalingrad - Henri Luisette,OUI,26,21,5,3,2,OUI,OUI,2026-02-07T21:58:22+00:00,"{'lon': 2.366935946761926, 'lat': 48.78363092456589}",Villejuif,94076,
28002,De Gaulle - Moulin,OUI,23,16,8,3,5,OUI,OUI,2026-02-07T21:57:10+00:00,"{'lon': 2.229607694148, 'lat': 48.885816808239}",Puteaux,92062,
20010,Sorbier - Gasnier-Guy,OUI,34,31,3,0,3,OUI,OUI,2026-02-07T21:55:41+00:00,"{'lon': 2.3936596512794, 'lat': 48.865217631011}",Paris,75056,
15113,Arsonval - Falguière,OUI,25,23,1,1,0,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.313117867297474, 'lat': 48.84040040365445}",Paris,75056,
42022,Gare RER - Maurice Grandcoing,OUI,37,31,6,5,1,OUI,OUI,2026-02-07T22:02:50+00:00,"{'lon': 2.392429, 'lat': 48.813881}",Ivry-sur-Seine,94041,
19001,Crimée - Ourcq,OUI,56,52,3,1,2,OUI,OUI,2026-02-07T21:57:10+00:00,"{'lon': 2.3729460884673, 'lat': 48.894104140316}",Paris,75056,
26012,Jardin Modèle - Pierre Boudou,OUI,18,5,11,2,9,OUI,OUI,2026-02-07T22:03:56+00:00,"{'lon': 2.3057010525935, 'lat': 48.914866710946}",Asnières-sur-Seine,92004,
15044,Dantzig - Lefebvre,OUI,33,29,4,1,3,OUI,OUI,2026-02-07T22:02:05+00:00,"{'lon': 2.295934036374092, 'lat': 48.83013921586756}",Paris,75056,
20048,Bagnolet - Place Saint-Blaise,OUI,28,19,7,0,7,OUI,OUI,2026-02-07T22:00:19+00:00,"{'lon': 2.40334, 'lat': 48.85973}",Paris,75056,
13023,Bobillot - Moulin des Prés,OUI,28,24,3,1,2,OUI,OUI,2026-02-07T22:00:32+00:00,"{'lon': 2.353020646317, 'lat': 48.828657346203}",Paris,75056,
6015,André Mazet - Saint-André des Arts,OUI,55,4,49,45,4,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.3390958085656166, 'lat': 48.85375581057431}",Paris,75056,
21007,Rond-Point Rhin et Danube,OUI,53,41,8,6,2,OUI,OUI,2026-02-07T22:03:58+00:00,"{'lon': 2.2280225157737736, 'lat': 48.840452820991764}",Boulogne-Billancourt,92012,
32605,Mairie,OUI,20,17,2,1,1,OUI,OUI,2026-02-07T22:01:45+00:00,"{'lon': 2.4163350908311, 'lat': 48.87914304162}",Les Lilas,93045,
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,OUI,17,8,9,8,1,OUI,OUI,2026-02-07T22:04:24+00:00,"{'lon': 2.356877340669728, 'lat': 48.83907826424974}",Paris,75056,
32011,Stade de France - Francis de Pressensé,OUI,44,27,17,10,7,OUI,OUI,2026-02-07T22:02:20+00:00,"{'lon': 2.3620655760169, 'lat': 48.919141953558}",Saint-Denis,93066,
19123,Metz - Marne,OUI,33,21,9,3,6,OUI,OUI,2026-02-07T22:01:45+00:00,"{'lon': 2.3865705, 'lat': 48.891163}",Paris,75056,
12202,Charenton - Wattignies,OUI,40,14,23,19,4,OUI,OUI,2026-02-07T22:03:53+00:00,"{'lon': 2.3916775206425, 'lat': 48.836919119234}",Paris,75056,
21107,Bertrand Sincholle - Henri Barbusse,OUI,23,11,12,9,3,OUI,OUI,2026-02-07T22:04:24+00:00,"{'lon': 2.3042294383049016, 'lat': 48.89925982394349}",Clichy,92024,
10202,Bichat - Grange aux Belles,OUI,30,2,27,15,12,OUI,OUI,2026-02-07T22:04:31+00:00,"{'lon': 2.365015, 'lat': 48.873688}",Paris,75056,
22007,Commandant Charcot - Bretteville,OUI,36,23,12,10,2,OUI,OUI,2026-02-07T22:03:44+00:00,"{'lon': 2.2558460757136345, 'lat': 48.87530570765423}",Neuilly-sur-Seine,92051,
20142,Mûriers - Père Lachaise,OUI,20,20,0,0,0,OUI,OUI,2026-02-07T21:55:53+00:00,"{'lon': 2.39164982067019, 'lat': 48.864130509668044}",Paris,75056,
13037,Ivry - Baudricourt,OUI,20,18,2,2,0,OUI,OUI,2026-02-07T22:00:43+00:00,"{'lon': 2.363106073577468, 'lat': 48.824695995415006}",Paris,75056,
18010,Riquet - Marx Dormoy,OUI,36,19,15,5,10,OUI,OUI,2026-02-07T22:03:45+00:00,"{'lon': 2.3601756244898, 'lat': 48.89021003702}",Paris,75056,
14025,Jacquier - Didot,OUI,30,25,5,0,5,OUI,OUI,2026-02-07T21:59:21+00:00,"{'lon': 2.318179272115231, 'lat': 48.82953336292279}",Paris,75056,
18135,Ney - Porte de Montmartre,OUI,24,14,8,3,5,OUI,OUI,2026-02-07T22:01:01+00:00,"{'lon': 2.3364872, 'lat': 48.897918}",Paris,75056,
6009,Guynemer - Jardin du Luxembourg,OUI,36,31,5,4,1,OUI,OUI,2026-02-07T22:04:43+00:00,"{'lon': 2.3325478, 'lat': 48.8466127}",Paris,75056,
24101,Place Charles de Gaulle,OUI,24,22,2,0,2,OUI,OUI,2026-02-07T22:03:09+00:00,"{'lon': 2.1894485725692, 'lat': 48.826073335699}",Ville-d'Avray,92077,
42027,Verdun - Pierre et Marie Curie,OUI,26,22,4,0,4,OUI,OUI,2026-02-07T21:56:42+00:00,"{'lon': 2.3707106709480286, 'lat': 48.812822398263286}",Ivry-sur-Seine,94041,
21329,Gare - Aristide Briand,OUI,29,2,23,22,1,OUI,OUI,2026-02-07T22:03:57+00:00,"{'lon': 2.2555950104387, 'lat': 48.821410564722}",Issy-les-Moulineaux,92040,
17050,Batignolles - Abel Truchet,OUI,28,7,19,1,18,OUI,OUI,2026-02-07T22:01:51+00:00,"{'lon': 2.3238347490884, 'lat': 48.883103904582}",Paris,75056,
21704,Place du Maréchal de Lattre de Tassigny,OUI,27,16,10,6,4,OUI,OUI,2026-02-07T22:04:28+00:00,"{'lon': 2.2853431485432423, 'lat': 48.821707715257055}",Vanves,92075,
13013,Saint-Marcel - Hôpital,OUI,21,12,6,3,3,OUI,OUI,2026-02-07T22:01:28+00:00,"{'lon': 2.3609894170229, 'lat': 48.839504424583}",Paris,75056,
13015,Chevaleret - Louise Weiss,OUI,35,18,15,14,1,OUI,OUI,2026-02-07T22:03:26+00:00,"{'lon': 2.37121138812, 'lat': 48.832586513351}",Paris,75056,
51007,Résistance - Romain Rolland,OUI,28,9,19,8,11,OUI,OUI,2026-02-07T22:04:29+00:00,"{'lon': 2.2310190077797, 'lat': 48.950873482371}",Argenteuil,95018,
25007,Bons Raisins - Voltaire,OUI,24,18,6,4,2,OUI,OUI,2026-02-07T22:00:33+00:00,"{'lon': 2.1947155570850896, 'lat': 48.87282451461399}",Rueil-Malmaison,92063,
13008,Place d'Italie - Soeur Rosalie,OUI,52,48,4,3,1,OUI,OUI,2026-02-07T22:02:50+00:00,"{'lon': 2.3546943448098, 'lat': 48.831908520394}",Paris,75056,
21002,Place Denfert-Rochereau,OUI,20,16,2,1,1,OUI,OUI,2026-02-07T22:00:21+00:00,"{'lon': 2.245987951755524, 'lat': 48.843252536286684}",Boulogne-Billancourt,92012,
11038,Temple - Charlot,OUI,45,4,39,38,1,OUI,OUI,2026-02-07T22:02:26+00:00,"{'lon': 2.3652737250724, 'lat': 48.865709343796}",Paris,75056,
23041,Général Leclerc - Bièvre,OUI,25,15,10,5,5,OUI,OUI,2026-02-07T22:00:31+00:00,"{'lon': 2.3166695237159733, 'lat': 48.782414428747316}",Bourg-la-Reine,92014,
1201,Perrault - Place du Louvre,OUI,28,4,22,20,2,OUI,OUI,2026-02-07T22:04:27+00:00,"{'lon': 2.3412468419093, 'lat': 48.860273568996}",Paris,75056,
24005,Edith Cavell - Volta,OUI,33,24,8,7,1,OUI,OUI,2026-02-07T22:04:40+00:00,"{'lon': 2.269354350864887, 'lat': 48.901616564286975}",Courbevoie,92026,
21511,Marcel Monge - Marcel Dassault,OUI,46,36,10,7,3,OUI,OUI,2026-02-07T21:57:24+00:00,"{'lon': 2.2246733296048142, 'lat': 48.86096384533371}",Suresnes,92073,
8040,Pierre Charron - Champs-Elysées,OUI,32,20,6,5,1,OUI,OUI,2026-02-07T22:01:38+00:00,"{'lon': 2.3043501377106, 'lat': 48.870103359864}",Paris,75056,
21033,Sèvres - Maréchal Juin,OUI,18,6,12,10,2,OUI,OUI,2026-02-07T22:04:20+00:00,"{'lon': 2.2292812, 'lat': 48.8324305}",Boulogne-Billancourt,92012,
31104,Mairie de Rosny-sous-Bois,OUI,30,21,7,0,7,OUI,OUI,2026-02-07T21:57:54+00:00,"{'lon': 2.4865807592869, 'lat': 48.871256519012}",Rosny-sous-Bois,93064,
21112,Claude Debussy - Marc Bloch,OUI,56,36,19,15,4,OUI,OUI,2026-02-07T22:03:45+00:00,"{'lon': 2.3117771744728, 'lat': 48.910388180512}",Clichy,92024,
42024,Danielle Casanova - Ledru-Rollin,OUI,28,10,17,10,7,OUI,OUI,2026-02-07T22:02:29+00:00,"{'lon': 2.383259721100331, 'lat': 48.815783497876815}",Ivry-sur-Seine,94041,
25009,Place des Arts - Jean Mermoz,OUI,20,6,14,4,10,OUI,OUI,2026-02-07T22:02:41+00:00,"{'lon': 2.1832160452221, 'lat': 48.880391139734}",Rueil-Malmaison,92063,
5027,Gobelins - Port-Royal,OUI,40,6,33,32,1,OUI,OUI,2026-02-07T22:04:09+00:00,"{'lon': 2.3515201359987, 'lat': 48.837135900263}",Paris,75056,
26010,Louis Armand - Bernard Palissy,OUI,21,9,12,7,5,OUI,OUI,2026-02-07T21:56:22+00:00,"{'lon': 2.313384, 'lat': 48.916974}",Asnières-sur-Seine,92004,
13116,Place du Docteur Yersin,OUI,50,48,2,1,1,OUI,OUI,2026-02-07T22:03:47+00:00,"{'lon': 2.3725583776831627, 'lat': 48.82010494991975}",Paris,75056,
20030,Ménilmontant - Père Lachaise,OUI,41,22,16,3,13,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.3869940266013, 'lat': 48.863287291502}",Paris,75056,
48006,Maxime Gorki - Paul Vaillant-Couturier,OUI,20,15,3,1,2,OUI,OUI,2026-02-07T22:04:27+00:00,"{'lon': 2.3683342337608337, 'lat': 48.79673508795443}",Villejuif,94076,
15032,Félix Faure - Lourmel,OUI,58,0,58,53,5,OUI,OUI,2026-02-07T22:04:20+00:00,"{'lon': 2.2818081825971603, 'lat': 48.83868901709515}",Paris,75056,
19117,Euryale Dehaynin - Loire,OUI,30,20,7,1,6,OUI,OUI,2026-02-07T22:03:04+00:00,"{'lon': 2.3774591088294987, 'lat': 48.886248917304805}",Paris,75056,
9029,Saint-Lazare - Place d'Estienne d'Orves,OUI,39,33,4,1,3,OUI,OUI,2026-02-07T22:04:13+00:00,"{'lon': 2.3329067, 'lat': 48.8768345}",Paris,75056,
15053,Lecourbe - Convention,OUI,46,3,42,36,6,OUI,OUI,2026-02-07T22:04:16+00:00,"{'lon': 2.2915197908878326, 'lat': 48.83923319241899}",Paris,75056,
41212,Nungesser - Santé,OUI,22,15,7,3,4,OUI,OUI,2026-02-07T21:59:39+00:00,"{'lon': 2.448967, 'lat': 48.852335}",Fontenay-sous-Bois,94033,
11022,Roquette - Auguste Laurent,OUI,16,1,14,9,5,OUI,OUI,2026-02-07T22:04:27+00:00,"{'lon': 2.381797702650783, 'lat': 48.858001906023354}",Paris,75056,
34009,Dora Maar - Nadia Guendouz,OUI,30,9,20,16,4,OUI,OUI,2026-02-07T22:04:11+00:00,"{'lon': 2.3220406472683, 'lat': 48.905452421305}",Saint-Ouen-sur-Seine,93070,
41602,Place Charles Digeon,OUI,32,29,3,1,2,OUI,OUI,2026-02-07T21:58:51+00:00,"{'lon': 2.418427169322968, 'lat': 48.84354203133597}",Saint-Mandé,94067,
8031,Jean Mermoz - Champs-Elysées,OUI,49,21,27,19,8,OUI,OUI,2026-02-07T22:04:10+00:00,"{'lon': 2.3107324540615, 'lat': 48.869689856852}",Paris,75056,
13028,Gouthière - Poterne des Peupliers,OUI,33,7,25,18,7,OUI,OUI,2026-02-07T22:03:01+00:00,"{'lon': 2.351342, 'lat': 48.820507}",Paris,75056,
7007,Musée d'Orsay,OUI,65,50,13,10,3,OUI,OUI,2026-02-07T22:01:12+00:00,"{'lon': 2.3258604481816, 'lat': 48.859726157909}",Paris,75056,
15069,Félix Faure - Convention,OUI,44,2,42,37,5,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.2883866008495, 'lat': 48.841249336041}",Paris,75056,
26011,Ménil - Argenteuil,OUI,20,7,13,3,10,OUI,OUI,2026-02-07T22:02:55+00:00,"{'lon': 2.2741496502338, 'lat': 48.925901818305}",Asnières-sur-Seine,92004,
20012,Buzenval - Vignoles,OUI,17,12,4,2,2,OUI,OUI,2026-02-07T22:04:00+00:00,"{'lon': 2.4000040814281, 'lat': 48.853858171688}",Paris,75056,
22208,Stalingrad - Barbara,OUI,20,7,10,0,10,OUI,OUI,2026-02-07T21:59:00+00:00,"{'lon': 2.3175904558822, 'lat': 48.809223658808}",Bagneux,92007,
42303,Place Eustache Deschamps,OUI,20,19,0,0,0,OUI,OUI,2026-02-07T22:01:29+00:00,"{'lon': 2.336637, 'lat': 48.793855}",Cachan,94016,
45005,Stalingrad - Général de Gaulle,OUI,26,1,23,9,14,OUI,OUI,2026-02-07T22:03:08+00:00,"{'lon': 2.4965062363218, 'lat': 48.823450589614}",Champigny-sur-Marne,94017,
48002,LCL Campus - Place Oscar Niemeyer,OUI,37,30,7,2,5,OUI,OUI,2026-02-07T22:04:36+00:00,"{'lon': 2.363983690738678, 'lat': 48.805342480621576}",Villejuif,94076,
35021,Cartier Bresson - Denis Papin,OUI,31,14,16,14,2,OUI,OUI,2026-02-07T22:03:17+00:00,"{'lon': 2.397814, 'lat': 48.902616}",Pantin,93055,
35013,Guillaume Tell - Parc Henri Barbusse,OUI,20,12,6,2,4,OUI,OUI,2026-02-07T22:04:21+00:00,"{'lon': 2.4198862910270695, 'lat': 48.88958925894009}",Pantin,93055,
18045,Pierre Ginier - Clichy,OUI,16,4,12,3,9,OUI,OUI,2026-02-07T22:04:21+00:00,"{'lon': 2.326228, 'lat': 48.8867667}",Paris,75056,
20020,Pyrénées - Charles Renouvier,OUI,29,24,5,1,4,OUI,OUI,2026-02-07T22:03:51+00:00,"{'lon': 2.400421852042113, 'lat': 48.86095933229224}",Paris,75056,
22602,Place Henri Dunant - Gare RER,OUI,31,20,10,7,3,OUI,OUI,2026-02-07T22:03:53+00:00,"{'lon': 2.2909234046643, 'lat': 48.788093281931}",Fontenay-aux-Roses,92032,
12008,Hector Malot - Daumesnil,OUI,54,3,47,42,5,OUI,OUI,2026-02-07T22:02:30+00:00,"{'lon': 2.3770876228809357, 'lat': 48.84693552991762}",Paris,75056,
23205,Parc des Pierrettes,OUI,23,20,3,0,3,OUI,OUI,2026-02-07T22:03:10+00:00,"{'lon': 2.2909969, 'lat': 48.7973062}",Châtillon,92020,
12119,Dom-Pérignon - Gravelle,OUI,50,49,1,0,1,OUI,OUI,2026-02-07T21:59:03+00:00,"{'lon': 2.409880310297, 'lat': 48.825481574435}",Paris,75056,
32023,Guy Môquet - Jean Moulin,OUI,30,25,5,0,5,OUI,OUI,2026-02-07T22:02:44+00:00,"{'lon': 2.363948999931771, 'lat': 48.940931521020836}",Saint-Denis,93066,
23803,Sydney Bechet - Jacques Gautier,OUI,20,19,1,1,0,OUI,OUI,2026-02-07T21:55:53+00:00,"{'lon': 2.1882475733068, 'lat': 48.844373437692}",Garches,92033,
22018,Charles de Gaulle - Les Sablons,OUI,35,24,11,6,5,OUI,OUI,2026-02-07T22:03:32+00:00,"{'lon': 2.2715748726513, 'lat': 48.880987514929}",Neuilly-sur-Seine,92051,
14004,Port Royal - Hôpital Cochin,OUI,23,14,9,0,9,OUI,OUI,2026-02-07T22:00:01+00:00,"{'lon': 2.3406994164846, 'lat': 48.838608030238}",Paris,75056,
11001,Richard Lenoir - Place de la Bastille,OUI,53,2,50,35,15,OUI,OUI,2026-02-07T22:01:48+00:00,"{'lon': 2.3697222, 'lat': 48.8538327}",Paris,75056,
11111,Léon Frot - Charonne,OUI,38,20,15,8,7,OUI,OUI,2026-02-07T22:03:12+00:00,"{'lon': 2.387217085372, 'lat': 48.854963800335}",Paris,75056,
21327,Jean Bouin - Gouverneur Général Eboué,OUI,31,4,26,22,4,OUI,OUI,2026-02-07T22:03:46+00:00,"{'lon': 2.2651904328524, 'lat': 48.824792734266}",Issy-les-Moulineaux,92040,
43007,Hôtel de Ville de Vincennes,OUI,27,15,11,8,3,OUI,OUI,2026-02-07T22:03:46+00:00,"{'lon': 2.4398955702781677, 'lat': 48.84827609706963}",Vincennes,94080,
23203,Division Leclerc - Kléber,OUI,25,24,1,0,1,OUI,OUI,2026-02-07T22:02:43+00:00,"{'lon': 2.2833752789972, 'lat': 48.798666226364}",Châtillon,92020,
15050,Dominique Pado - Croix Nivert,OUI,22,8,12,10,2,OUI,OUI,2026-02-07T22:04:34+00:00,"{'lon': 2.2897250577807426, 'lat': 48.83648798164934}",Paris,75056,
34005,Adrien Lesesne - Docteur Bauer,OUI,30,16,14,12,2,OUI,OUI,2026-02-07T22:04:25+00:00,"{'lon': 2.348248063431511, 'lat': 48.90263867304635}",Saint-Ouen-sur-Seine,93070,
16025,Jean de la Fontaine - Boulainvilliers,OUI,68,3,62,53,9,OUI,OUI,2026-02-07T22:04:40+00:00,"{'lon': 2.2758664190769196, 'lat': 48.85264791461651}",Paris,75056,
17127,Porte de Clichy - Place des Nations Unies,OUI,40,32,7,5,2,OUI,OUI,2026-02-07T22:04:31+00:00,"{'lon': 2.310542999196392, 'lat': 48.896737263309504}",Paris,75056,
43004,Montreuil - République,OUI,25,18,6,2,4,OUI,OUI,2026-02-07T22:02:03+00:00,"{'lon': 2.4345204234123234, 'lat': 48.85026349463687}",Vincennes,94080,
26008,Henri Barbusse - Bourguignons,OUI,34,12,18,12,6,OUI,OUI,2026-02-07T22:04:18+00:00,"{'lon': 2.2734212270774417, 'lat': 48.91301722799713}",Asnières-sur-Seine,92004,
18021,Marcadet - Ramey,OUI,39,17,21,2,19,OUI,OUI,2026-02-07T22:02:49+00:00,"{'lon': 2.3449019, 'lat': 48.890875}",Paris,75056,
26009,Marceau Delorme - Pierre Brossolette,OUI,28,5,21,16,5,OUI,OUI,2026-02-07T21:58:04+00:00,"{'lon': 2.295897423568745, 'lat': 48.91206062860357}",Asnières-sur-Seine,92004,
20013,Alexandre Dumas - Place de la Réunion,OUI,45,39,6,2,4,OUI,OUI,2026-02-07T22:00:12+00:00,"{'lon': 2.3997703687646292, 'lat': 48.85533710742046}",Paris,75056,
34008,Garibaldi - Gabriel Péri,OUI,30,12,17,10,7,OUI,OUI,2026-02-07T22:03:04+00:00,"{'lon': 2.3316044208059, 'lat': 48.905741911394}",Saint-Ouen-sur-Seine,93070,
21023,Ancienne Mairie - André Morizet,OUI,25,3,22,21,1,OUI,OUI,2026-02-07T22:03:41+00:00,"{'lon': 2.234077, 'lat': 48.838311}",Boulogne-Billancourt,92012,
23204,Roland Garros - Jean Bouin,OUI,28,21,4,1,3,OUI,OUI,2026-02-07T21:57:25+00:00,"{'lon': 2.2853198638301, 'lat': 48.809460857173}",Châtillon,92020,
22701,Général Leclerc - République,OUI,30,7,21,15,6,OUI,OUI,2026-02-07T22:04:19+00:00,"{'lon': 2.2682306702811, 'lat': 48.915885074177}",Bois-Colombes,92009,
31301,Gare RER,OUI,30,9,21,6,15,OUI,OUI,2026-02-07T22:00:47+00:00,"{'lon': 2.4581568985227, 'lat': 48.896280181078}",Noisy-le-Sec,93053,
17110,Legendre - Nollet,OUI,30,28,1,0,1,OUI,OUI,2026-02-07T22:01:43+00:00,"{'lon': 2.320293079881375, 'lat': 48.887742186754224}",Paris,75056,
21514,Place de la Paix - Abbé Saint-Pierre,OUI,24,22,2,0,2,OUI,OUI,2026-02-07T22:03:38+00:00,"{'lon': 2.2047570338469806, 'lat': 48.86462724459225}",Suresnes,92073,
31701,Mairie de Bagnolet,OUI,28,15,9,3,6,OUI,OUI,2026-02-07T21:58:15+00:00,"{'lon': 2.4179587885737, 'lat': 48.868421318555}",Bagnolet,93006,
15052,Convention - Vaugirard,OUI,62,34,28,19,9,OUI,OUI,2026-02-07T22:04:28+00:00,"{'lon': 2.2955869260203, 'lat': 48.837676822332}",Paris,75056,
22404,Pierre Brossolette - 12 Février 1934,OUI,25,18,6,1,5,OUI,OUI,2026-02-07T22:03:38+00:00,"{'lon': 2.3076123744249344, 'lat': 48.8176962416867}",Malakoff,92046,
17010,Jonquière - Docteur Paul Brousse,OUI,54,4,45,37,8,OUI,OUI,2026-02-07T22:01:41+00:00,"{'lon': 2.318705212173216, 'lat': 48.894799816683985}",Paris,75056,
20032,Square des Amandiers,OUI,26,20,6,1,5,OUI,OUI,2026-02-07T22:01:23+00:00,"{'lon': 2.3891324177384377, 'lat': 48.86615630668046}",Paris,75056,
18023,Ordener - Poissonniers,OUI,35,26,9,6,3,OUI,OUI,2026-02-07T22:03:50+00:00,"{'lon': 2.351288666219873, 'lat': 48.891213890844654}",Paris,75056,
20014,Charonne - Alexandre Dumas,OUI,35,29,5,1,4,OUI,OUI,2026-02-07T22:02:52+00:00,"{'lon': 2.3948693275452, 'lat': 48.856077415056}",Paris,75056,
18026,Ruisseau - Ordener,OUI,53,32,21,10,11,OUI,OUI,2026-02-07T22:01:00+00:00,"{'lon': 2.340144887566567, 'lat': 48.89299462568024}",Paris,75056,
30004,Jean Jaurès - Place de la Libération,OUI,29,13,14,4,10,OUI,OUI,2026-02-07T22:03:15+00:00,"{'lon': 2.4391458057475, 'lat': 48.90617751921}",Bobigny,93008,
18024,Clignancourt - Ordener,OUI,35,28,7,2,5,OUI,OUI,2026-02-07T22:03:38+00:00,"{'lon': 2.348636478060487, 'lat': 48.891457726153774}",Paris,75056,
20110,Gambetta - Tourelles,OUI,20,19,1,0,1,OUI,OUI,2026-02-07T21:57:58+00:00,"{'lon': 2.4059921130538, 'lat': 48.875337902264}",Paris,75056,
2108,Vivienne - Montmartre,OUI,54,41,12,8,4,OUI,OUI,2026-02-07T22:04:11+00:00,"{'lon': 2.3414588347077, 'lat': 48.871347597383}",Paris,75056,
32306,Verdun - Carnot,OUI,29,28,1,0,1,OUI,OUI,2026-02-07T22:01:37+00:00,"{'lon': 2.4402657783125, 'lat': 48.883814948134}",Romainville,93063,
42004,Westermeyer - Paul Vaillant-Couturier,OUI,25,2,23,14,9,OUI,OUI,2026-02-07T22:03:45+00:00,"{'lon': 2.3966637253761296, 'lat': 48.819116181578764}",Ivry-sur-Seine,94041,
8007,Rome - Provence,OUI,30,14,16,14,2,OUI,OUI,2026-02-07T22:03:37+00:00,"{'lon': 2.325570111724113, 'lat': 48.874230055580306}",Paris,75056,
22019,Charles de Gaulle,OUI,18,8,9,7,2,OUI,OUI,2026-02-07T22:00:53+00:00,"{'lon': 2.2595618686871, 'lat': 48.885368380902}",Neuilly-sur-Seine,92051,
21218,Gabriel Péri - Place de la Libération,OUI,18,14,4,0,4,OUI,OUI,2026-02-07T22:00:19+00:00,"{'lon': 2.3117361743705, 'lat': 48.819828421929}",Montrouge,92049,
15013,Volontaires - Lecourbe,OUI,31,11,19,11,8,OUI,OUI,2026-02-07T22:04:34+00:00,"{'lon': 2.3065522313118, 'lat': 48.84351378799}",Paris,75056,
6028,Quatre Vents - Carrefour de l'Odéon,OUI,37,13,22,15,7,OUI,OUI,2026-02-07T22:04:28+00:00,"{'lon': 2.338161695134053, 'lat': 48.851751374458864}",Paris,75056,
13204,Tolbiac - Boussingault,OUI,41,25,15,9,6,OUI,OUI,2026-02-07T22:04:03+00:00,"{'lon': 2.3420378552202, 'lat': 48.826177754027}",Paris,75056,
